Date,Purchasable,Regular Price,Best Price,Unit Price,Promotions,Remarks
2021-01-01,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-02,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-03,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-04,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-05,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-06,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-07,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-08,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-09,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-10,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-11,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****
**【新春牛mall王】1月11日限定!**
結賬時輸入 ""5NEWYR21"" 精選產品享額外95折 ！ 只限1月11日！現附上「電子版．新春牛mall王購物攻略」，即睇更多激筍優惠！",
2021-01-12,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-13,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-14,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-15,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-16,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-17,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-18,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-19,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-20,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-21,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-22,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-23,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-24,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-25,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****",
2021-01-26,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****
**買指定可口可樂旗下產品滿$200或以上，即送金象牌百搭珍珠米**
買指定可口可樂旗下產品滿$200或以上，即送金象牌百搭珍珠米1kg。每次交易最多送一包，贈品數量有限，最終以結賬頁面(購物車)顯示為準，送完即止。
**買指定加系汽水滿$100或以上，即送可口可樂 多用途旅行袋**
買指定加系汽水滿$100或以上，即送可口可樂多用途旅行袋。每次交易最多送一個，贈品數量有限，最終以結賬頁面(購物車)顯示為準，送完即止。",
2021-01-27,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****
**買指定加系汽水滿$100或以上，即送可口可樂 多用途旅行袋**
買指定加系汽水滿$100或以上，即送可口可樂多用途旅行袋。每次交易最多送一個，贈品數量有限，最終以結賬頁面(購物車)顯示為準，送完即止。",
2021-01-28,true,19.80,16.90,5.58,"****買2套$33.12  
平均****$16.56****
****買4套$64.22  
平均****$16.05****
****買6套$94.30  
平均****$15.72****
**買指定可口可樂旗下產品滿$200或以上，即送金象牌百搭珍珠米**
買指定可口可樂旗下產品滿$200或以上，即送金象牌百搭珍珠米1kg。每次交易最多送一包，贈品數量有限，最終以結賬頁面(購物車)顯示為準，送完即止。
**買指定加系汽水滿$100或以上，即送可口可樂 多用途旅行袋**
買指定加系汽水滿$100或以上，即送可口可樂多用途旅行袋。每次交易最多送一個，贈品數量有限，最終以結賬頁面(購物車)顯示為準，送完即止。",
